investor_id,transaction_date,amfi_code,transaction_type,amount_inr,state,city,city_tier,age_group,gender,annual_income_lakh,payment_mode,kyc_status,transaction_year,transaction_month,transaction_month_name,amount_lakh
INV002753,2024-03-16,118633,SIP,50544,Uttar Pradesh,Lucknow,T30,26-35,Female,21.2,Cheque,Verified,2024,3,March,0.50544
INV004913,2024-03-16,125498,Redemption,354645,Rajasthan,Udaipur,B30,26-35,Male,8.6,Cheque,Verified,2024,3,March,3.54645
INV003666,2024-03-16,119551,Lumpsum,249002,Gujarat,Surat,T30,18-25,Male,4.3,Net Banking,Verified,2024,3,March,2.49002
INV003844,2024-03-16,149322,SIP,5616,Maharashtra,Nashik,B30,26-35,Female,15.9,UPI,Verified,2024,3,March,0.05616
INV002052,2024-03-16,119598,SIP,1083,Uttar Pradesh,Lucknow,T30,36-45,Male,50.8,Net Banking,Verified,2024,3,March,0.01083
INV003350,2024-03-16,119120,SIP,2137,Maharashtra,Nashik,B30,46-55,Female,37.7,Mandate,Verified,2024,3,March,0.02137
INV001506,2024-03-16,102886,SIP,55927,Delhi,Noida,T30,26-35,Female,16.0,UPI,Verified,2024,3,March,0.55927
INV000144,2024-03-16,120504,Lumpsum,8058,Delhi,Noida,T30,26-35,Male,19.1,Mandate,Verified,2024,3,March,0.08058
INV004635,2024-03-16,101206,Redemption,139861,Punjab,Chandigarh,T30,18-25,Male,4.4,Cheque,Verified,2024,3,March,1.39861
INV004228,2024-03-16,100025,SIP,9013,Madhya Pradesh,Bhopal,B30,26-35,Female,18.0,Cheque,Verified,2024,3,March,0.09013
INV001943,2024-03-16,149322,SIP,2203,West Bengal,Kolkata,T30,56+,Female,28.3,Mandate,Verified,2024,3,March,0.02203
INV002645,2024-03-16,101207,SIP,2141,Haryana,Gurugram,T30,46-55,Female,67.7,UPI,Verified,2024,3,March,0.02141
INV000726,2024-03-16,120503,Redemption,293701,Punjab,Chandigarh,T30,26-35,Male,21.1,Cheque,Verified,2024,3,March,2.93701
INV000363,2024-03-16,148568,SIP,20499,Madhya Pradesh,Bhopal,B30,26-35,Male,22.6,Cheque,Verified,2024,3,March,0.20499
INV002292,2024-03-16,149323,SIP,826,Rajasthan,Udaipur,B30,36-45,Male,54.1,Net Banking,Verified,2024,3,March,0.00826
INV002185,2024-03-16,148568,SIP,1159,Punjab,Chandigarh,T30,26-35,Male,21.0,UPI,Verified,2024,3,March,0.01159
INV001195,2024-03-16,101206,SIP,5473,Gujarat,Surat,T30,26-35,Male,6.4,Cheque,Verified,2024,3,March,0.05473
INV002408,2024-03-16,120843,SIP,40640,Rajasthan,Jaipur,T30,56+,Male,56.2,Cheque,Verified,2024,3,March,0.4064
INV000776,2024-03-16,120504,SIP,955,Rajasthan,Jaipur,T30,26-35,Male,12.4,Mandate,Verified,2024,3,March,0.00955
INV001822,2024-03-16,119093,SIP,27797,Gujarat,Ahmedabad,T30,36-45,Male,59.6,Net Banking,Verified,2024,3,March,0.27797
INV002897,2024-03-16,101206,Redemption,17203,Maharashtra,Pune,T30,26-35,Male,23.1,Mandate,Verified,2024,3,March,0.17203
INV002974,2024-03-16,120842,Lumpsum,243974,Telangana,Hyderabad,T30,26-35,Female,21.9,Net Banking,Pending,2024,3,March,2.43974
INV004763,2024-03-16,119551,Lumpsum,446752,Karnataka,Bangalore,T30,46-55,Female,19.6,Net Banking,Verified,2024,3,March,4.46752
INV000428,2024-03-16,119092,SIP,2444,Delhi,Gurugram,T30,36-45,Male,27.2,Mandate,Verified,2024,3,March,0.02444
INV001624,2024-03-16,118635,Lumpsum,155602,Uttar Pradesh,Lucknow,T30,26-35,Female,18.4,UPI,Verified,2024,3,March,1.55602
INV000289,2024-03-16,118632,Redemption,310475,Delhi,Gurugram,T30,36-45,Male,54.2,Net Banking,Verified,2024,3,March,3.10475
INV002643,2024-03-16,102887,SIP,841,Telangana,Hyderabad,T30,36-45,Male,29.2,UPI,Verified,2024,3,March,0.00841
INV001593,2024-03-16,118633,Lumpsum,300550,Punjab,Chandigarh,T30,36-45,Female,53.2,Cheque,Verified,2024,3,March,3.0055
INV003304,2024-03-16,119092,SIP,2661,Telangana,Hyderabad,T30,18-25,Female,4.8,Cheque,Verified,2024,3,March,0.02661
INV003181,2024-03-16,101207,Lumpsum,265210,Karnataka,Bangalore,T30,18-25,Female,3.9,UPI,Verified,2024,3,March,2.6521
INV003469,2024-03-16,149323,Lumpsum,221604,Maharashtra,Nashik,B30,26-35,Male,9.9,UPI,Verified,2024,3,March,2.21604
INV003335,2024-03-16,119095,SIP,1167,Maharashtra,Pune,T30,18-25,Male,4.1,Net Banking,Verified,2024,3,March,0.01167
INV004736,2024-03-16,120843,SIP,5394,Tamil Nadu,Chennai,T30,36-45,Male,19.7,Mandate,Verified,2024,3,March,0.05394
INV004361,2024-03-16,118634,Lumpsum,476172,Haryana,Faridabad,B30,26-35,Female,18.4,Net Banking,Verified,2024,3,March,4.76172
INV001361,2024-03-16,119092,SIP,17865,West Bengal,Kolkata,T30,26-35,Female,21.1,UPI,Pending,2024,3,March,0.17865
INV004582,2024-03-16,149323,Redemption,575704,Tamil Nadu,Chennai,T30,56+,Male,67.1,UPI,Verified,2024,3,March,5.75704
INV004803,2024-03-16,101206,SIP,6611,Haryana,Gurugram,T30,18-25,Female,7.7,UPI,Verified,2024,3,March,0.06611
INV002177,2024-03-16,101207,SIP,5170,Haryana,Gurugram,T30,26-35,Male,13.2,Cheque,Verified,2024,3,March,0.0517
INV003979,2024-03-16,148567,Lumpsum,259723,Madhya Pradesh,Indore,T30,36-45,Male,44.4,Mandate,Verified,2024,3,March,2.59723
INV002536,2024-03-16,120505,SIP,10701,West Bengal,Kolkata,T30,26-35,Male,11.9,UPI,Verified,2024,3,March,0.10701
INV000968,2024-03-16,120843,SIP,2592,Tamil Nadu,Chennai,T30,36-45,Female,37.1,UPI,Verified,2024,3,March,0.02592
INV000838,2024-03-16,118634,Redemption,241078,Madhya Pradesh,Bhopal,B30,26-35,Male,21.9,Net Banking,Verified,2024,3,March,2.41078
INV003082,2024-03-16,101207,SIP,8246,Telangana,Hyderabad,T30,26-35,Male,18.7,UPI,Verified,2024,3,March,0.08246
INV001979,2024-03-16,101207,Redemption,263735,Maharashtra,Pune,T30,26-35,Male,12.2,Net Banking,Verified,2024,3,March,2.63735
INV002382,2024-03-16,149324,Redemption,380270,Maharashtra,Mumbai,T30,26-35,Male,18.5,Cheque,Verified,2024,3,March,3.8027
INV002588,2024-03-16,120507,Redemption,375518,West Bengal,Kolkata,T30,18-25,Male,5.5,Mandate,Verified,2024,3,March,3.75518
INV003633,2024-03-16,118633,Lumpsum,313854,Madhya Pradesh,Bhopal,B30,26-35,Male,11.8,Net Banking,Verified,2024,3,March,3.13854
INV002192,2024-03-16,101206,Redemption,93729,Uttar Pradesh,Lucknow,T30,18-25,Male,6.9,Cheque,Verified,2024,3,March,0.93729
INV003599,2024-03-17,101207,Lumpsum,19037,Madhya Pradesh,Indore,T30,46-55,Male,43.2,Net Banking,Verified,2024,3,March,0.19037
INV000371,2024-03-17,119095,SIP,800,Uttar Pradesh,Agra,B30,26-35,Male,14.6,Net Banking,Verified,2024,3,March,0.008
INV002244,2024-03-17,102886,SIP,2703,Maharashtra,Mumbai,T30,36-45,Male,49.4,Net Banking,Verified,2024,3,March,0.02703
INV004672,2024-03-17,119093,SIP,21626,Rajasthan,Jaipur,T30,26-35,Male,23.9,Net Banking,Verified,2024,3,March,0.21626
INV002669,2024-03-17,148569,Redemption,476348,Madhya Pradesh,Indore,T30,46-55,Male,50.4,Mandate,Verified,2024,3,March,4.76348
INV002547,2024-03-17,100025,Lumpsum,187535,Haryana,Gurugram,T30,26-35,Male,7.3,Cheque,Verified,2024,3,March,1.87535
INV003163,2024-03-17,101208,Redemption,6524,Punjab,Amritsar,B30,36-45,Female,47.5,UPI,Verified,2024,3,March,0.06524
INV001644,2024-03-17,119094,Lumpsum,205479,Madhya Pradesh,Bhopal,B30,18-25,Female,6.7,Net Banking,Verified,2024,3,March,2.05479
INV000742,2024-03-17,119095,Redemption,94344,Uttar Pradesh,Lucknow,T30,36-45,Male,27.4,Mandate,Verified,2024,3,March,0.94344
INV004005,2024-03-17,149323,SIP,16193,West Bengal,Kolkata,T30,26-35,Male,11.0,UPI,Pending,2024,3,March,0.16193
INV002670,2024-03-17,119093,Lumpsum,27156,Uttar Pradesh,Agra,B30,36-45,Male,48.7,Cheque,Verified,2024,3,March,0.27156
INV003569,2024-03-17,120504,Lumpsum,355968,Delhi,Gurugram,T30,46-55,Male,65.1,UPI,Verified,2024,3,March,3.55968
INV002467,2024-03-17,101207,SIP,4597,Punjab,Chandigarh,T30,36-45,Male,12.3,Net Banking,Verified,2024,3,March,0.04597
INV003573,2024-03-17,120844,SIP,3293,Gujarat,Surat,T30,36-45,Male,51.8,Net Banking,Verified,2024,3,March,0.03293
INV003853,2024-03-17,120507,Lumpsum,54321,Tamil Nadu,Coimbatore,B30,26-35,Male,16.1,Cheque,Verified,2024,3,March,0.54321
INV002389,2024-03-17,118635,SIP,587,Haryana,Faridabad,B30,36-45,Male,50.8,UPI,Verified,2024,3,March,0.00587
INV002095,2024-03-17,119120,SIP,5881,Punjab,Amritsar,B30,26-35,Male,9.2,Cheque,Verified,2024,3,March,0.05881
INV003191,2024-03-17,149324,SIP,12997,Madhya Pradesh,Bhopal,B30,18-25,Female,6.8,Net Banking,Verified,2024,3,March,0.12997
INV002826,2024-03-17,118634,SIP,1163,Haryana,Gurugram,T30,26-35,Male,20.5,Cheque,Verified,2024,3,March,0.01163
INV000869,2024-03-17,118633,Lumpsum,19130,West Bengal,Kolkata,T30,26-35,Female,12.1,UPI,Pending,2024,3,March,0.1913
INV001983,2024-03-17,119552,SIP,824,West Bengal,Kolkata,T30,36-45,Male,30.6,Net Banking,Verified,2024,3,March,0.00824
INV003010,2024-03-17,101206,SIP,21021,Delhi,Gurugram,T30,36-45,Male,13.7,Net Banking,Verified,2024,3,March,0.21021
INV004741,2024-03-17,102887,SIP,449,Telangana,Hyderabad,T30,26-35,Female,24.9,UPI,Verified,2024,3,March,0.00449
INV002232,2024-03-17,119551,SIP,2753,Karnataka,Bangalore,T30,26-35,Female,16.9,Net Banking,Verified,2024,3,March,0.02753
INV003011,2024-03-17,148569,SIP,7453,Gujarat,Ahmedabad,T30,18-25,Male,4.4,Net Banking,Verified,2024,3,March,0.07453
INV001171,2024-03-17,149322,SIP,2176,Punjab,Chandigarh,T30,26-35,Female,22.7,UPI,Verified,2024,3,March,0.02176
INV002879,2024-03-17,149322,Redemption,24029,Tamil Nadu,Coimbatore,B30,46-55,Male,26.0,Mandate,Verified,2024,3,March,0.24029
INV002659,2024-03-17,149322,SIP,6855,Madhya Pradesh,Bhopal,B30,36-45,Female,56.5,Net Banking,Verified,2024,3,March,0.06855
INV003901,2024-03-17,120504,SIP,48577,Delhi,Gurugram,T30,46-55,Male,45.4,Cheque,Verified,2024,3,March,0.48577
INV002001,2024-03-17,118633,SIP,12130,Uttar Pradesh,Kanpur,B30,36-45,Female,38.4,Net Banking,Verified,2024,3,March,0.1213
INV000992,2024-03-17,120504,SIP,472,Tamil Nadu,Coimbatore,B30,46-55,Female,83.5,Mandate,Verified,2024,3,March,0.00472
INV000440,2024-03-17,125497,SIP,2174,Uttar Pradesh,Agra,B30,18-25,Male,6.7,UPI,Verified,2024,3,March,0.02174
INV002961,2024-03-17,101207,SIP,521,Gujarat,Ahmedabad,T30,26-35,Male,13.0,Net Banking,Verified,2024,3,March,0.00521
INV000004,2024-03-17,118633,Lumpsum,78254,Punjab,Chandigarh,T30,26-35,Male,20.0,Net Banking,Verified,2024,3,March,0.78254
INV000196,2024-03-17,120843,SIP,2374,Tamil Nadu,Chennai,T30,26-35,Male,17.9,Net Banking,Verified,2024,3,March,0.02374
INV003411,2024-03-17,149322,SIP,2265,Tamil Nadu,Chennai,T30,26-35,Male,14.2,Cheque,Verified,2024,3,March,0.02265
INV002134,2024-03-17,101207,SIP,593,Rajasthan,Udaipur,B30,26-35,Male,24.8,UPI,Pending,2024,3,March,0.00593
INV000169,2024-03-17,120505,SIP,11702,Rajasthan,Jaipur,T30,26-35,Male,6.9,Mandate,Verified,2024,3,March,0.11702
INV001506,2024-03-17,125497,SIP,1834,Delhi,Noida,T30,26-35,Female,16.0,Cheque,Verified,2024,3,March,0.01834
INV000644,2024-03-17,120843,SIP,2337,West Bengal,Kolkata,T30,26-35,Male,9.1,Mandate,Verified,2024,3,March,0.02337
INV003540,2024-03-17,119092,SIP,14922,Telangana,Hyderabad,T30,26-35,Male,23.6,Mandate,Verified,2024,3,March,0.14922
INV000169,2024-03-17,119093,SIP,17221,Rajasthan,Jaipur,T30,26-35,Male,6.9,Net Banking,Verified,2024,3,March,0.17221
INV002750,2024-03-17,148567,SIP,8640,Madhya Pradesh,Bhopal,B30,36-45,Male,41.8,Net Banking,Verified,2024,3,March,0.0864
INV000834,2024-03-17,119552,SIP,966,Uttar Pradesh,Agra,B30,18-25,Female,6.6,Net Banking,Verified,2024,3,March,0.00966
INV000601,2024-03-17,119095,Lumpsum,328978,Rajasthan,Jaipur,T30,46-55,Male,52.6,Cheque,Verified,2024,3,March,3.28978
INV000548,2024-03-17,119095,SIP,6402,Karnataka,Mysore,B30,36-45,Male,53.2,Mandate,Verified,2024,3,March,0.06402
INV000902,2024-03-17,148569,Redemption,542859,Maharashtra,Mumbai,T30,26-35,Female,6.0,Cheque,Verified,2024,3,March,5.42859
INV003047,2024-03-17,119095,Lumpsum,151401,Maharashtra,Mumbai,T30,46-55,Male,40.0,Net Banking,Verified,2024,3,March,1.51401
INV001139,2024-03-17,120844,Redemption,126771,Gujarat,Ahmedabad,T30,36-45,Male,43.6,UPI,Verified,2024,3,March,1.26771
INV000800,2024-03-17,118635,SIP,482,Delhi,New Delhi,T30,36-45,Female,58.8,UPI,Verified,2024,3,March,0.00482
INV003829,2024-03-17,101207,SIP,1114,Punjab,Amritsar,B30,36-45,Male,55.6,Net Banking,Verified,2024,3,March,0.01114
INV002758,2024-03-17,120505,SIP,11991,Delhi,Gurugram,T30,26-35,Male,7.3,UPI,Verified,2024,3,March,0.11991
INV004802,2024-03-17,120505,SIP,17720,Uttar Pradesh,Kanpur,B30,26-35,Male,20.9,Mandate,Verified,2024,3,March,0.1772
INV003968,2024-03-17,120506,SIP,12622,Maharashtra,Mumbai,T30,46-55,Female,58.7,Net Banking,Verified,2024,3,March,0.12622
INV004266,2024-03-17,149323,SIP,5943,Delhi,New Delhi,T30,36-45,Male,35.9,Mandate,Verified,2024,3,March,0.05943
INV003273,2024-03-17,119598,SIP,47936,Haryana,Faridabad,B30,36-45,Male,18.3,UPI,Verified,2024,3,March,0.47936
INV000061,2024-03-17,102885,SIP,1111,Tamil Nadu,Chennai,T30,26-35,Female,23.3,UPI,Verified,2024,3,March,0.01111
INV002010,2024-03-17,125498,SIP,50468,Uttar Pradesh,Agra,B30,56+,Male,11.6,UPI,Verified,2024,3,March,0.50468
INV000575,2024-03-17,119093,SIP,558,Punjab,Amritsar,B30,26-35,Female,16.4,Cheque,Verified,2024,3,March,0.00558
INV003727,2024-03-17,120843,SIP,13820,Gujarat,Surat,T30,18-25,Female,7.2,UPI,Pending,2024,3,March,0.1382
INV004022,2024-03-17,118634,SIP,6829,Maharashtra,Nashik,B30,36-45,Male,21.9,Net Banking,Verified,2024,3,March,0.06829
INV002008,2024-03-17,120843,SIP,407,Haryana,Gurugram,T30,46-55,Male,83.3,Cheque,Verified,2024,3,March,0.00407
INV000183,2024-03-17,120506,SIP,1024,Tamil Nadu,Coimbatore,B30,26-35,Male,9.8,Cheque,Verified,2024,3,March,0.01024
INV001530,2024-03-17,120504,SIP,4999,Telangana,Hyderabad,T30,26-35,Male,21.0,Mandate,Verified,2024,3,March,0.04999
INV004247,2024-03-17,120842,SIP,8927,Tamil Nadu,Chennai,T30,18-25,Male,4.9,UPI,Verified,2024,3,March,0.08927
INV003135,2024-03-17,125497,Lumpsum,311283,Gujarat,Ahmedabad,T30,18-25,Female,3.5,Cheque,Verified,2024,3,March,3.11283
INV000888,2024-03-17,120844,Redemption,458064,Gujarat,Ahmedabad,T30,26-35,Male,21.9,Mandate,Verified,2024,3,March,4.58064
INV000448,2024-03-17,119093,Lumpsum,417653,West Bengal,Kolkata,T30,18-25,Male,3.4,UPI,Verified,2024,3,March,4.17653
INV003188,2024-03-17,148568,SIP,2050,Tamil Nadu,Coimbatore,B30,26-35,Male,11.0,UPI,Verified,2024,3,March,0.0205
INV001886,2024-03-17,100033,SIP,8484,Haryana,Gurugram,T30,18-25,Male,7.7,UPI,Pending,2024,3,March,0.08484
INV000069,2024-03-17,120505,SIP,2386,Gujarat,Ahmedabad,T30,56+,Female,35.9,Net Banking,Pending,2024,3,March,0.02386
INV001520,2024-03-17,119551,Lumpsum,294090,Maharashtra,Nashik,B30,36-45,Female,29.7,Cheque,Verified,2024,3,March,2.9409
INV003492,2024-03-17,120844,SIP,10745,Gujarat,Ahmedabad,T30,36-45,Male,35.2,Mandate,Verified,2024,3,March,0.10745
INV001274,2024-03-18,120503,SIP,578,Maharashtra,Mumbai,T30,36-45,Female,55.7,UPI,Verified,2024,3,March,0.00578
INV003213,2024-03-18,119095,SIP,15650,Uttar Pradesh,Lucknow,T30,26-35,Male,21.3,Net Banking,Verified,2024,3,March,0.1565
INV001545,2024-03-18,118634,SIP,461,Madhya Pradesh,Bhopal,B30,26-35,Male,11.5,Mandate,Verified,2024,3,March,0.00461
INV002104,2024-03-18,100025,SIP,1886,Maharashtra,Mumbai,T30,26-35,Female,15.0,Net Banking,Verified,2024,3,March,0.01886
INV004848,2024-03-18,120842,SIP,42204,Haryana,Gurugram,T30,26-35,Male,15.6,Mandate,Verified,2024,3,March,0.42204
INV003580,2024-03-18,102885,SIP,2656,Gujarat,Ahmedabad,T30,26-35,Male,22.5,Net Banking,Pending,2024,3,March,0.02656
INV001163,2024-03-18,102885,Lumpsum,181577,Karnataka,Mysore,B30,26-35,Male,10.2,Cheque,Pending,2024,3,March,1.81577
INV001150,2024-03-18,102886,SIP,21516,Tamil Nadu,Coimbatore,B30,26-35,Female,19.5,Net Banking,Verified,2024,3,March,0.21516
INV002230,2024-03-18,120504,SIP,2870,Delhi,Noida,T30,36-45,Male,21.7,Mandate,Verified,2024,3,March,0.0287
INV001169,2024-03-18,101208,Lumpsum,498514,Haryana,Gurugram,T30,36-45,Female,12.5,UPI,Verified,2024,3,March,4.98514
INV004997,2024-03-18,119092,SIP,11456,Tamil Nadu,Coimbatore,B30,36-45,Female,54.3,UPI,Verified,2024,3,March,0.11456
INV002626,2024-03-18,119552,Lumpsum,109311,Karnataka,Bangalore,T30,36-45,Male,29.4,Cheque,Verified,2024,3,March,1.09311
INV003906,2024-03-18,148567,SIP,507,Haryana,Faridabad,B30,36-45,Male,39.7,Mandate,Verified,2024,3,March,0.00507
INV003841,2024-03-18,119551,Lumpsum,76109,Karnataka,Mysore,B30,26-35,Male,15.7,Mandate,Verified,2024,3,March,0.76109
INV002434,2024-03-18,102885,SIP,1750,Uttar Pradesh,Agra,B30,26-35,Male,13.8,UPI,Verified,2024,3,March,0.0175
INV001816,2024-03-18,119551,Lumpsum,323348,Telangana,Hyderabad,T30,26-35,Male,9.0,Cheque,Verified,2024,3,March,3.23348
INV002523,2024-03-18,118636,Lumpsum,144674,Telangana,Hyderabad,T30,46-55,Female,57.2,Cheque,Verified,2024,3,March,1.44674
INV001982,2024-03-18,120844,SIP,2316,Karnataka,Mysore,B30,26-35,Male,14.9,Net Banking,Verified,2024,3,March,0.02316
INV001932,2024-03-18,101207,SIP,1145,Karnataka,Bangalore,T30,36-45,Male,20.1,Mandate,Verified,2024,3,March,0.01145
INV003291,2024-03-18,118636,SIP,13803,Gujarat,Surat,T30,36-45,Male,47.1,Cheque,Verified,2024,3,March,0.13803
INV003420,2024-03-18,148568,Redemption,193878,Haryana,Faridabad,B30,36-45,Male,47.2,Net Banking,Verified,2024,3,March,1.93878
INV004863,2024-03-18,119599,SIP,2625,Maharashtra,Mumbai,T30,26-35,Male,21.1,Net Banking,Verified,2024,3,March,0.02625
INV002576,2024-03-18,120506,SIP,8984,Telangana,Hyderabad,T30,26-35,Male,20.3,Mandate,Verified,2024,3,March,0.08984
INV000255,2024-03-18,148567,SIP,2699,Haryana,Gurugram,T30,26-35,Female,19.9,Net Banking,Verified,2024,3,March,0.02699
INV004043,2024-03-18,148567,Redemption,189647,Punjab,Amritsar,B30,36-45,Female,39.5,UPI,Verified,2024,3,March,1.89647
INV003441,2024-03-18,148569,Lumpsum,249911,West Bengal,Kolkata,T30,26-35,Male,13.5,UPI,Verified,2024,3,March,2.49911
INV001017,2024-03-18,100016,SIP,12697,West Bengal,Kolkata,T30,26-35,Female,19.0,Cheque,Verified,2024,3,March,0.12697
INV004894,2024-03-18,120506,SIP,16302,Telangana,Hyderabad,T30,26-35,Female,21.0,Cheque,Verified,2024,3,March,0.16302
INV004445,2024-03-18,119095,SIP,8620,Delhi,Noida,T30,36-45,Male,25.7,UPI,Verified,2024,3,March,0.0862
INV004712,2024-03-18,119093,SIP,21526,Uttar Pradesh,Kanpur,B30,36-45,Male,55.7,UPI,Verified,2024,3,March,0.21526
INV000310,2024-03-18,125497,Lumpsum,394760,Delhi,Noida,T30,36-45,Male,58.4,Mandate,Verified,2024,3,March,3.9476
INV004544,2024-03-18,100033,Lumpsum,473773,Maharashtra,Mumbai,T30,36-45,Male,52.1,Mandate,Verified,2024,3,March,4.73773
INV004899,2024-03-18,120507,SIP,2349,Delhi,New Delhi,T30,36-45,Male,39.4,Mandate,Verified,2024,3,March,0.02349
INV003381,2024-03-18,102887,SIP,4188,Madhya Pradesh,Indore,T30,36-45,Female,12.1,Mandate,Verified,2024,3,March,0.04188
INV003967,2024-03-18,118634,SIP,843,Tamil Nadu,Coimbatore,B30,46-55,Male,79.9,Cheque,Verified,2024,3,March,0.00843
INV001086,2024-03-18,101206,Lumpsum,415963,Tamil Nadu,Coimbatore,B30,56+,Male,26.6,Cheque,Verified,2024,3,March,4.15963
INV003379,2024-03-18,100016,Lumpsum,107399,Uttar Pradesh,Lucknow,T30,36-45,Male,43.2,Net Banking,Verified,2024,3,March,1.07399
INV001366,2024-03-18,101206,Lumpsum,19518,Maharashtra,Pune,T30,26-35,Female,13.6,Cheque,Verified,2024,3,March,0.19518
INV001656,2024-03-18,120504,SIP,15315,Madhya Pradesh,Bhopal,B30,26-35,Male,19.4,UPI,Verified,2024,3,March,0.15315
INV001825,2024-03-18,120507,Lumpsum,494290,Haryana,Faridabad,B30,26-35,Male,21.7,Net Banking,Verified,2024,3,March,4.9429
INV000389,2024-03-18,119092,SIP,14835,Delhi,Gurugram,T30,46-55,Male,50.2,Cheque,Verified,2024,3,March,0.14835
INV003801,2024-03-18,120844,SIP,413,Punjab,Chandigarh,T30,26-35,Male,17.8,Net Banking,Verified,2024,3,March,0.00413
INV000909,2024-03-18,119599,Lumpsum,19420,Haryana,Gurugram,T30,46-55,Female,92.6,Cheque,Pending,2024,3,March,0.1942
INV000607,2024-03-18,119094,Lumpsum,472147,Rajasthan,Jaipur,T30,56+,Male,33.9,Cheque,Verified,2024,3,March,4.72147
INV001961,2024-03-18,119598,SIP,21738,Delhi,Gurugram,T30,26-35,Male,23.4,UPI,Verified,2024,3,March,0.21738
INV001952,2024-03-18,119094,SIP,8304,Uttar Pradesh,Agra,B30,36-45,Male,22.1,UPI,Verified,2024,3,March,0.08304
INV003849,2024-03-18,101206,SIP,41771,Karnataka,Mysore,B30,26-35,Male,7.6,UPI,Verified,2024,3,March,0.41771
INV004506,2024-03-18,118635,Redemption,319592,Karnataka,Mysore,B30,46-55,Male,76.9,UPI,Verified,2024,3,March,3.19592
INV003320,2024-03-18,149324,Redemption,85151,Tamil Nadu,Coimbatore,B30,56+,Male,73.7,UPI,Verified,2024,3,March,0.85151
INV001389,2024-03-18,125498,Lumpsum,363639,Karnataka,Mysore,B30,46-55,Female,39.7,UPI,Verified,2024,3,March,3.63639
INV002603,2024-03-18,119552,Lumpsum,431593,Haryana,Gurugram,T30,36-45,Male,28.4,UPI,Verified,2024,3,March,4.31593
INV002570,2024-03-18,101208,SIP,11051,Punjab,Chandigarh,T30,36-45,Male,55.3,Mandate,Verified,2024,3,March,0.11051
INV000146,2024-03-18,119092,SIP,8935,Delhi,Gurugram,T30,26-35,Male,14.1,Mandate,Verified,2024,3,March,0.08935
INV000581,2024-03-18,148568,Lumpsum,91003,Tamil Nadu,Coimbatore,B30,36-45,Male,26.4,Net Banking,Verified,2024,3,March,0.91003
INV002069,2024-03-18,119095,SIP,2188,West Bengal,Kolkata,T30,46-55,Male,59.0,Net Banking,Verified,2024,3,March,0.02188
INV002950,2024-03-18,101207,Redemption,462936,Madhya Pradesh,Indore,T30,46-55,Female,37.4,Mandate,Verified,2024,3,March,4.62936
INV004305,2024-03-18,101208,Redemption,217702,Telangana,Hyderabad,T30,36-45,Female,30.1,Net Banking,Verified,2024,3,March,2.17702
INV000818,2024-03-18,120842,SIP,2031,Telangana,Hyderabad,T30,56+,Female,62.5,Net Banking,Verified,2024,3,March,0.02031
INV000280,2024-03-18,101206,SIP,486,Punjab,Amritsar,B30,26-35,Female,22.9,Mandate,Verified,2024,3,March,0.00486
INV000410,2024-03-18,125497,SIP,1916,Rajasthan,Jaipur,T30,18-25,Female,5.3,Net Banking,Verified,2024,3,March,0.01916
INV001467,2024-03-18,149322,Lumpsum,109292,Punjab,Chandigarh,T30,36-45,Male,32.5,Net Banking,Verified,2024,3,March,1.09292
INV002977,2024-03-18,120503,SIP,6537,Haryana,Faridabad,B30,36-45,Female,26.6,Cheque,Verified,2024,3,March,0.06537
INV002966,2024-03-18,120504,SIP,449,Gujarat,Ahmedabad,T30,26-35,Female,18.4,Cheque,Verified,2024,3,March,0.00449
INV003086,2024-03-19,118632,Redemption,151112,West Bengal,Kolkata,T30,26-35,Male,20.2,Net Banking,Verified,2024,3,March,1.51112
INV000203,2024-03-19,119094,SIP,5120,Maharashtra,Nashik,B30,26-35,Male,16.0,Mandate,Verified,2024,3,March,0.0512
INV000099,2024-03-19,149324,SIP,8330,Haryana,Gurugram,T30,36-45,Male,43.5,Mandate,Verified,2024,3,March,0.0833
INV001735,2024-03-19,120844,Redemption,241106,Maharashtra,Pune,T30,56+,Male,41.9,UPI,Verified,2024,3,March,2.41106
INV002351,2024-03-19,119599,Redemption,11684,Gujarat,Ahmedabad,T30,36-45,Male,18.9,Mandate,Verified,2024,3,March,0.11684
INV004544,2024-03-19,119599,SIP,2219,Maharashtra,Mumbai,T30,36-45,Male,52.1,Net Banking,Verified,2024,3,March,0.02219
INV001013,2024-03-19,119095,SIP,1757,Telangana,Hyderabad,T30,36-45,Male,40.6,Mandate,Verified,2024,3,March,0.01757
INV000128,2024-03-19,102887,SIP,20477,Rajasthan,Jaipur,T30,36-45,Female,50.9,UPI,Verified,2024,3,March,0.20477
INV003049,2024-03-19,119095,Lumpsum,90420,Gujarat,Ahmedabad,T30,26-35,Male,15.5,Mandate,Verified,2024,3,March,0.9042
INV001048,2024-03-19,119095,SIP,1070,Delhi,New Delhi,T30,46-55,Male,46.6,Cheque,Verified,2024,3,March,0.0107
INV001771,2024-03-19,118636,SIP,22539,Gujarat,Surat,T30,46-55,Male,85.9,Mandate,Verified,2024,3,March,0.22539
INV000581,2024-03-19,119120,Lumpsum,51226,Tamil Nadu,Coimbatore,B30,36-45,Male,26.4,Net Banking,Verified,2024,3,March,0.51226
INV003119,2024-03-19,118635,Lumpsum,108586,Karnataka,Bangalore,T30,18-25,Female,4.6,Cheque,Verified,2024,3,March,1.08586
